NT	OT
Mar 14:38	Pro 4:23
Mar 15:28	Isa 53:12
Mar 15:34	Psa 22:1
Mar 1:2	Isa 40:3
Mar 1:2,3	Isa 40:3
Mar 1:2,3	Mal 3:1
Mar 1:44	Lev 14:2
Mar 2:25,26	1Sa 21:6
Mar 2:7	Isa 43:25
Mar 4:12	Isa 6:9
Mar 4:26	Ecc 11:6
Mar 7:10	Deu 5:16
Mar 7:10	Exo 20:12
Mar 7:10	Exo 21:17
Mar 7:21	Jer 17:9
Mar 7:21	Pro 4:23
Mar 7:6	Eze 33:31
Mar 7:6	Isa 29:13
Mar 7:6,7	Isa 29:13
Mar 8:18	Deu 29:4
Mar 8:18	Eze 12:2
Mar 8:18	Isa 42:18
Mar 8:18	Isa 44:18
Mar 8:18	Isa 6:9
Mar 8:18	Jer 5:21
Mar 8:18	Psa 115:5
Mar 8:18	Psa 69:23
Mar 9:11	Mal 4:5
Mar 9:44	Isa 66:24
Mat 10:19	Jer 1:9
Mat 10:35,36	Mic 7:6
Mat 11:10	Mal 3:1
Mat 11:14	Mal 4:5
Mat 11:28	Isa 28:12
Mat 11:28	Isa 45:22
Mat 11:28	Isa 48:17
Mat 11:28	Isa 55:1
Mat 11:28	Jer 6:16
Mat 11:28	Psa 116:7
Mat 11:28	Psa 55:22
Mat 11:29	Jer 6:16
Mat 11:29	Psa 32:8
Mat 11:3	Isa 35:5
Mat 11:5	Isa 29:18
Mat 11:5	Isa 35:4
Mat 11:5	Isa 35:5
Mat 11:5	Isa 61:1
Mat 12:18	Isa 42:1
Mat 12:18-21	Isa 42:1-4
Mat 12:3	1Sa 21:6
Mat 12:34	Pro 4:23
Mat 12:35	Pro 18:21
Mat 12:36	Ecc 12:14
Mat 12:40	Jon 1:17
Mat 12:43	Isa 44:3
Mat 12:5	Num 28:9,10
Mat 12:7	1Sa 15:22
Mat 12:7	Hos 6:6
Mat 13:14	Isa 44:18
Mat 13:14	Isa 6:9
Mat 13:14	Isa 6:9,10
Mat 13:35	Jer 33:3
Mat 13:35	Psa 78:2
Mat 13:43	Dan 12:3
Mat 13:44	Pro 2:2
Mat 15:19	Jer 17:9
Mat 15:19	Pro 4:23
Mat 15:4	Deu 5:16
Mat 15:4	Exo 20:12
Mat 15:4	Exo 21:17
Mat 15:4	Lev 20:9
Mat 15:4	Pro 20:20
Mat 15:8	Isa 29:13
Mat 15:8,9	Isa 29:13
Mat 16:18	Isa 28:16
Mat 16:18	Isa 54:17
Mat 16:3	Ecc 3:1
Mat 16:4	Jon 1:17
Mat 17:10	Mal 4:5
Mat 18:15	Lev 19:17
Mat 18:16	Deu 19:15
Mat 18:16	Lev 19:15
Mat 18:4	Pro 29:23
Mat 19:18	Exo 20:12
Mat 19:19	Lev 19:18
Mat 19:26	Gen 18:14
Mat 19:26	Jer 32:17
Mat 19:26	Jer 32:27
Mat 19:26	Job 42:2
Mat 19:3	Gen 2:24
Mat 19:4	Gen 1:27
Mat 19:5	Gen 2:24
Mat 19:7	Deu 24:1
Mat 1:23	Isa 7:14
Mat 1:23	Isa 9:6
Mat 20:28	Isa 53:5
Mat 21:13	Isa 56:7
Mat 21:13	Jer 7:11
Mat 21:16	Psa 8:2
Mat 21:22	Job 22:28
Mat 21:33	Isa 5:1
Mat 21:4	Zec 9:9
Mat 21:42	Isa 28:16
Mat 21:42	Psa 118:22
Mat 21:42	Psa 118:22,23
Mat 21:5	Isa 62:11
Mat 21:5	Zec 9:9
Mat 21:9	Psa 118:26
Mat 22:24	Deu 25:5
Mat 22:32	Exo 3:6
Mat 22:37	Deu 10:12
Mat 22:37	Deu 30:6
Mat 22:37	Deu 6:5
Mat 22:39	Lev 19:18
Mat 22:44	Psa 110:1
Mat 23:12	Pro 29:23
Mat 23:23	1Sa 15:22
Mat 23:35	Gen 4:8
Mat 23:38	Psa 69:25
Mat 23:39	Psa 118:26
Mat 24:15	Dan 9:27
Mat 24:21	Jer 30:7
Mat 24:29	Isa 13:9,10
Mat 24:29	Joe 2:10
Mat 24:30	Dan 7:13
Mat 24:35	Isa 34:4
Mat 24:35	Isa 40:8
Mat 24:35	Isa 51:16
Mat 24:35	Isa 51:6
Mat 24:35	Isa 54:10
Mat 24:35	Isa 55:11
Mat 24:35	Jer 31:35
Mat 24:35	Num 23:19
Mat 24:35	Pro 30:5
Mat 24:35	Psa 102:26
Mat 24:35	Psa 19:7
Mat 24:35	Psa 89:34
Mat 25:40	Pro 19:17
Mat 26:31	Zec 13:7
Mat 26:60	Psa 35:11
Mat 26:64	Dan 7:13
Mat 26:67	Isa 50:6
Mat 27:35	Psa 22:18
Mat 27:43	Psa 22:7,8,9
Mat 27:46	Psa 22:1
Mat 27:9,10	Zec 11:13
Mat 28:18	Isa 9:6
Mat 28:19	Isa 49:6
Mat 28:20	Isa 41:10
Mat 28:20	Jos 1:5
Mat 2:11	Deu 16:16
Mat 2:15	Hos 11:1
Mat 2:18	Jer 31:15
Mat 2:6	Eze 34:23
Mat 2:6	Mic 5:2
Mat 3:1	Isa 40:3
Mat 3:16	Isa 61:1
Mat 3:3	Isa 40:3
Mat 4:10	1Sa 7:3
Mat 4:10	Deu 10:20
Mat 4:10	Deu 6:13
Mat 4:15,16	Isa 42:7
Mat 4:15,16	Isa 9:1,2
Mat 4:16	Isa 9:2
Mat 4:4	Deu 8:3
Mat 4:6	Psa 91:11
Mat 4:6	Psa 91:11,12
Mat 4:7	Deu 6:16
Mat 5:13	Lev 2:13
Mat 5:14	Pro 4:18
Mat 5:16	Isa 60:1
Mat 5:21	Deu 5:17
Mat 5:21	Exo 20:13
Mat 5:24	1Sa 15:22
Mat 5:27	Deu 5:18
Mat 5:27	Exo 20:14
Mat 5:3	2Ch 7:14
Mat 5:3	Isa 57:15
Mat 5:3	Isa 61:1
Mat 5:3	Isa 66:2
Mat 5:3	Pro 16:19
Mat 5:3	Pro 29:23
Mat 5:3	Psa 34:18
Mat 5:3	Psa 51:17
Mat 5:31	Deu 24:1
Mat 5:33	Exo 20:7
Mat 5:33	Lev 19:12
Mat 5:38	Deu 19:21
Mat 5:38	Exo 21:24
Mat 5:38	Lev 24:20
Mat 5:39	Pro 20:22
Mat 5:4	Isa 61:2
Mat 5:4	Psa 30:5
Mat 5:43	Lev 19:18
Mat 5:44	Pro 25:21
Mat 5:45	Psa 145:9
Mat 5:48	Gen 17:1
Mat 5:5	Isa 29:19
Mat 5:5	Psa 37:11
Mat 5:6	Isa 55:1
Mat 5:6	Psa 107:9
Mat 5:6	Psa 145:19
Mat 5:8	Eze 36:25
Mat 5:8	Pro 22:11
Mat 5:8	Psa 24:4
Mat 5:8	Psa 51:10
Mat 5:9	Psa 120:6
Mat 6:24	Jos 24:15
Mat 6:25	Pro 16:3
Mat 6:25	Psa 37:5
Mat 6:25	Psa 55:22
Mat 6:31	Psa 55:22
Mat 6:33	1Ki 17:13
Mat 6:33	1Ki 3:11
Mat 6:33	2Ch 1:7
Mat 6:33	2Ch 31:20
Mat 6:33	Hag 1:2
Mat 6:33	Mal 3:10
Mat 6:33	Pro 22:4
Mat 6:33	Pro 2:1
Mat 6:33	Pro 3:9
Mat 6:33	Psa 23:1
Mat 6:33	Psa 34:9
Mat 6:33	Psa 37:18
Mat 6:33	Psa 37:25
Mat 6:33	Psa 37:3
Mat 6:33	Psa 84:11
Mat 6:6	2Ki 4:33
Mat 6:6	Isa 26:20
Mat 7:13	Pro 14:12
Mat 7:13	Pro 16:25
Mat 7:13	Psa 1:1
Mat 7:21	Jos 1:8
Mat 7:23	Psa 6:8
Mat 7:24	Jos 1:8
Mat 7:6	Pro 23:9
Mat 7:6	Pro 9:7
Mat 7:7	1Ch 28:9
Mat 7:7	1Ch 4:10
Mat 7:7	Isa 55:6
Mat 7:7	Jer 29:12
Mat 7:7	Jer 29:13
Mat 7:7	Jer 33:3
Mat 7:7	Pro 8:17
Mat 7:7	Psa 105:3
Mat 7:7	Psa 10:17
Mat 7:7	Psa 145:18
Mat 7:7	Psa 34:4
Mat 8:17	Isa 53:4
Mat 8:4	Lev 14:2,3
Mat 8:8	Psa 107:20
Mat 9:13	1Sa 15:22
Mat 9:13	Hos 6:6
Mat 9:13	Mic 6:6
Mat 9:13	Pro 21:3
Phl 1:6	Psa 138:8
Phl 2:10	Isa 45:23
Phl 2:2	Psa 133:1
Phl 3:8	Isa 45:17
Phl 4:13	Isa 40:29
Phl 4:13	Isa 41:10
Phl 4:13	Isa 45:24
Phl 4:13	Psa 27:14
Phl 4:19	Deu 8:3
Phl 4:19	Mal 3:10
Phl 4:19	Mic 7:7
Phl 4:19	Pro 11:24
Phl 4:19	Pro 3:9
Phl 4:19	Psa 23:1
Phl 4:19	Psa 84:11
Phl 4:6	1Sa 1:15
Phl 4:6	1Sa 30:6
Phl 4:6	2Ch 33:12
Phl 4:6	Jer 33:3
Phl 4:6	Pro 15:8
Phl 4:6	Pro 16:3
Phl 4:6	Pro 3:5
Phl 4:6	Pro 3:6
Phl 4:6	Psa 34:5
Phl 4:6	Psa 37:5
Phl 4:6	Psa 51:15
Phl 4:6	Psa 55:17
Phl 4:6	Psa 55:22
Phl 4:6	Psa 62:8
Phl 4:7	Isa 26:3
Phl 4:7	Psa 29:11
Rev 10:6	Gen 1:1
Rev 10:9	Jer 15:16
Rev 12:10	Isa 54:17
Rev 12:17	Gen 3:15
Rev 14:14	Dan 7:13
Rev 14:7	Gen 1:1
Rev 14:8	Jer 29:11
Rev 15:4	Psa 86:9
Rev 19:16	Isa 9:6
Rev 1:5	Psa 89:27
Rev 1:7	Dan 7:13
Rev 1:7	Zec 12:10
Rev 1:8	Exo 3:14
Rev 1:8	Isa 44:6
Rev 21:1	Isa 65:17
Rev 21:4	Isa 25:8
Rev 21:5	Isa 43:19
Rev 21:6	Gen 1:1
Rev 21:6	Isa 44:3
Rev 21:6	Isa 55:1
Rev 22:1	Psa 23:2
Rev 22:1	Psa 36:8
Rev 22:13	Gen 1:1
Rev 22:13	Isa 44:6
Rev 22:17	Isa 44:3
Rev 22:18	Deu 12:32
Rev 22:18	Deu 4:2
Rev 2:17	Jer 33:3
Rev 2:3	Isa 40:31
Rev 3:3	Deu 4:9
Rev 4:11	Gen 1:1
Rev 4:8	Exo 15:11
Rev 7:14	Isa 1:18
Rev 7:17	Jer 17:13
Rev 7:17	Psa 23:1
Rev 7:17	Psa 23:2
Rom 10:11	Isa 28:16
Rom 10:11	Isa 45:17
Rom 10:12	Jer 33:3
Rom 10:13	Joe 2:32
Rom 10:15	Isa 52:7
Rom 10:16	Isa 53:1
Rom 10:17	Isa 55:11
Rom 10:18	Psa 19:4
Rom 10:19	Deu 32:21
Rom 10:20,21	Isa 65:1,2
Rom 10:5	Lev 18:5
Rom 10:6,7	Deu 30:12,13
Rom 10:8	Deu 30:14
Rom 11:26	Isa 45:17
Rom 11:26	Isa 59:20
Rom 11:26,27	Isa 59:20,21
Rom 11:29	Num 23:19
Rom 11:3	1Ki 19:10
Rom 11:33	Isa 40:28
Rom 11:33	Psa 92:5
Rom 11:34	Isa 40:13
Rom 11:35	Job 41:11
Rom 11:36	Gen 1:1
Rom 11:4	1Ki 19:18
Rom 11:8	Isa 29:10
Rom 11:8	Isa 44:18
Rom 11:8	Isa 6:9
Rom 11:9,10	Psa 69:22,23
Rom 12:1	Psa 116:12
Rom 12:1	Psa 19:14
Rom 12:12	Psa 62:8
Rom 12:16	Pro 3:5
Rom 12:17	Pro 20:22
Rom 12:19	Deu 32:35
Rom 12:2	Deu 18:9
Rom 12:2	Exo 23:2
Rom 12:2	Eze 18:31
Rom 12:2	Eze 36:26
Rom 12:2	Lev 18:29
Rom 12:2	Pro 3:1
Rom 12:2	Pro 3:13
Rom 12:2	Psa 119:103
Rom 12:2	Psa 119:128
Rom 12:2	Psa 119:174
Rom 12:2	Psa 119:47
Rom 12:2	Psa 119:72
Rom 12:2	Psa 119:97
Rom 12:2	Psa 19:7
Rom 12:2	Psa 34:8
Rom 12:2	Psa 51:10
Rom 12:20	Pro 25:21
Rom 12:20	Pro 25:21,22
Rom 13:1	Dan 2:21
Rom 13:9	Exo 20:12
Rom 13:9	Lev 19:18
Rom 14:11	Isa 45:22
Rom 14:11	Isa 45:23
Rom 15:10	Deu 32:43
Rom 15:11	Psa 117:1
Rom 15:12	Isa 11:10
Rom 15:21	Isa 52:15
Rom 15:3	Psa 69:9
Rom 15:9	Psa 18:49
Rom 16:20	Gen 3:15
Rom 1:16	Psa 40:9
Rom 1:17	Hab 2:4
Rom 1:19	Gen 1:1
Rom 1:19	Psa 19:1
Rom 1:21	Isa 44:18
Rom 1:22	Jer 10:14
Rom 1:28	Isa 44:18
Rom 2:24	Isa 52:5
Rom 2:6	Psa 62:12
Rom 3:10	Psa 14:3
Rom 3:10	Psa 53:1
Rom 3:10,11,12	Psa 14:1
Rom 3:13	Psa 140:3
Rom 3:13	Psa 5:9
Rom 3:14	Psa 10:7
Rom 3:15-18	Isa 59:7,8
Rom 3:18	Psa 36:1
Rom 3:23	Ecc 7:20
Rom 3:23	Psa 14:3
Rom 3:4	Psa 51:4
Rom 4:17	Gen 17:5
Rom 4:18	Gen 15:5
Rom 4:18	Isa 26:3
Rom 4:20	Gen 15:6
Rom 4:25	Isa 53:5
Rom 4:3	Gen 15:6
Rom 4:6	Psa 32:1
Rom 4:7	Psa 32:1
Rom 4:7,8	Psa 32:1,2
Rom 4:9	Gen 15:6
Rom 5:1	Isa 26:3
Rom 5:1	Isa 32:17
Rom 5:20	Isa 43:25
Rom 5:6	Isa 53:5
Rom 5:8	Isa 53:6
Rom 7:2	Gen 2:23
Rom 7:22	Psa 1:2
Rom 7:7	Exo 20:17
Rom 8:1	Isa 45:17
Rom 8:1	Isa 54:17
Rom 8:25	Isa 40:31
Rom 8:28	Deu 6:5
Rom 8:28	Deu 8:16
Rom 8:28	Deu 8:2
Rom 8:28	Exo 20:6
Rom 8:28	Ezr 8:22
Rom 8:28	Gen 50:20
Rom 8:28	Isa 54:17
Rom 8:28	Neh 1:5
Rom 8:28	Psa 46:1
Rom 8:28	Psa 69:36
Rom 8:28	Zec 13:9
Rom 8:29	Exo 33:12
Rom 8:29	Exo 33:17
Rom 8:29	Jer 1:5
Rom 8:29	Psa 1:6
Rom 8:29	Psa 89:27
Rom 8:30	Isa 44:2
Rom 8:31	1Sa 17:45
Rom 8:31	Deu 31:8
Rom 8:31	Deu 33:29
Rom 8:31	Gen 15:1
Rom 8:31	Isa 41:10
Rom 8:31	Isa 50:7
Rom 8:31	Isa 54:17
Rom 8:31	Isa 8:10
Rom 8:31	Jer 1:19
Rom 8:31	Jer 20:11
Rom 8:31	Jos 10:42
Rom 8:31	Jos 1:5
Rom 8:31	Jos 23:10
Rom 8:31	Num 14:9
Rom 8:31	Psa 118:6
Rom 8:31	Psa 27:1
Rom 8:31	Psa 46:1
Rom 8:31	Psa 46:11
Rom 8:31	Psa 46:7
Rom 8:31	Psa 56:11
Rom 8:31	Psa 56:4
Rom 8:31	Psa 84:11
Rom 8:32	Psa 23:1
Rom 8:36	Psa 44:22
Rom 8:9	Isa 59:21
Rom 9:12	Gen 25:23
Rom 9:13	Mal 1:2,3
Rom 9:15	Exo 33:19
Rom 9:17	Exo 9:16
Rom 9:20	Isa 45:9
Rom 9:25	Hos 2:23
Rom 9:26	Hos 1:10
Rom 9:27,28	Isa 10:22,23
Rom 9:29	Isa 1:9
Rom 9:33	Isa 28:16
Rom 9:33	Isa 45:17
Rom 9:7	Gen 21:12
Rom 9:9	Gen 18:10
Tit 1:2	Num 23:19
Tit 3:5	Isa 44:3
Tit 3:5	Psa 51:10
