NT	OT
Matt.6.33	Prov.3.9
Matt.6.33	Ps.23.1
Matt.6.33	Ps.34.9
Matt.6.33	Ps.37.18
Matt.6.33	Ps.37.25
Matt.6.33	Ps.37.3
Matt.6.33	Ps.84.11
Matt.6.6	2Kgs.4.33
Matt.6.6	Isa.26.20
Matt.7.13	Prov.14.12
Matt.7.13	Prov.16.25
Matt.7.13	Ps.1.1
Matt.7.21	Josh.1.8
Matt.7.24	Josh.1.8
Matt.7.6	Prov.23.9
Matt.7.6	Prov.9.7
Matt.7.7	1Chr.28.9
Matt.7.7	1Chr.4.10
Matt.7.7	Isa.55.6
Matt.7.7	Jer.29.12
Matt.7.7	Jer.29.13
Matt.7.7	Jer.33.3
Matt.7.7	Prov.8.17
Matt.7.7	Ps.10.17
Matt.7.7	Ps.105.3
Matt.7.7	Ps.145.18
Matt.7.7	Ps.34.4
Matt.8.17	Isa.53.4
Matt.8.8	Ps.107.20
Matt.9.13	1Sam.15.22
Matt.9.13	Hos.6.6
Matt.9.13	Mic.6.6
Matt.9.13	Prov.21.3
Phil.1.6	Ps.138.8
Phil.2.10	Isa.45.23
Phil.2.2	Ps.133.1
Phil.3.8	Isa.45.17
Phil.4.13	Isa.40.29
Phil.4.13	Isa.41.10
Phil.4.13	Isa.45.24
Phil.4.13	Ps.27.14
Phil.4.19	Deut.8.3
Phil.4.19	Mal.3.10
Phil.4.19	Mic.7.7
Phil.4.19	Prov.11.24
Phil.4.19	Prov.3.9
Phil.4.19	Ps.23.1
Phil.4.19	Ps.84.11
Phil.4.6	1Sam.1.15
Phil.4.6	1Sam.30.6
Phil.4.6	2Chr.33.12
Phil.4.6	Jer.33.3
Phil.4.6	Prov.15.8
Phil.4.6	Prov.16.3
Phil.4.6	Prov.3.5
Phil.4.6	Prov.3.6
Phil.4.6	Ps.34.5
Phil.4.6	Ps.37.5
Phil.4.6	Ps.51.15
Phil.4.6	Ps.55.17
Phil.4.6	Ps.55.22
Phil.4.6	Ps.62.8
Phil.4.7	Isa.26.3
Phil.4.7	Ps.29.11
Rev.1.5	Ps.89.27
Rev.1.7	Dan.7.13
Rev.1.7	Zech.12.10
Rev.1.8	Exod.3.14
Rev.1.8	Isa.44.6
Rev.10.6	Gen.1.1
Rev.10.9	Jer.15.16
Rev.12.10	Isa.54.17
Rev.12.17	Gen.3.15
Rev.14.14	Dan.7.13
Rev.14.7	Gen.1.1
Rev.14.8	Jer.29.11
Rev.15.4	Ps.86.9
Rev.19.16	Isa.9.6
Rev.2.17	Jer.33.3
Rev.2.3	Isa.40.31
Rev.21.1	Isa.65.17
Rev.21.4	Isa.25.8
Rev.21.5	Isa.43.19
Rev.21.6	Gen.1.1
Rev.21.6	Isa.44.3
Rev.21.6	Isa.55.1
Rev.22.1	Ps.23.2
Rev.22.1	Ps.36.8
Rev.22.13	Gen.1.1
Rev.22.13	Isa.44.6
Rev.22.17	Isa.44.3
Rev.22.18	Deut.12.32
Rev.22.18	Deut.4.2
Rev.3.3	Deut.4.9
Rev.4.11	Gen.1.1
Rev.4.8	Exod.15.11
Rev.7.14	Isa.1.18
Rev.7.17	Jer.17.13
Rev.7.17	Ps.23.1
Rev.7.17	Ps.23.2
Rom.1.16	Ps.40.9
Rom.1.17	Hab.2.4
Rom.1.19	Gen.1.1
Rom.1.19	Ps.19.1
Rom.1.21	Isa.44.18
Rom.1.22	Jer.10.14
Rom.1.28	Isa.44.18
Rom.10.11	Isa.28.16
Rom.10.11	Isa.45.17
Rom.10.12	Jer.33.3
Rom.10.13	Joel.2.32
Rom.10.15	Isa.52.7
Rom.10.16	Isa.53.1
Rom.10.17	Isa.55.11
Rom.10.8	Deut.30.14
Rom.11.26	Isa.45.17
Rom.11.26	Isa.59.20
Rom.11.29	Num.23.19
Rom.11.33	Isa.40.28
Rom.11.33	Ps.92.5
Rom.11.36	Gen.1.1
Rom.11.8	Isa.44.18
Rom.11.8	Isa.6.9
Rom.12.1	Ps.116.12
Rom.12.1	Ps.19.14
Rom.12.12	Ps.62.8
Rom.12.16	Prov.3.5
Rom.12.17	Prov.20.22
Rom.12.19	Deut.32.35
Rom.12.2	Deut.18.9
Rom.12.2	Exod.23.2
Rom.12.2	Ezek.18.31
Rom.12.2	Ezek.36.26
Rom.12.2	Lev.18.29
Rom.12.2	Prov.3.1
Rom.12.2	Prov.3.13
Rom.12.2	Ps.119.103
Rom.12.2	Ps.119.128
Rom.12.2	Ps.119.174
Rom.12.2	Ps.119.47
Rom.12.2	Ps.119.72
Rom.12.2	Ps.119.97
Rom.12.2	Ps.19.7
Rom.12.2	Ps.34.8
Rom.12.2	Ps.51.10
Rom.12.20	Prov.25.21
Rom.13.1	Dan.2.21
Rom.13.9	Exod.20.12
Rom.13.9	Lev.19.18
Rom.14.11	Isa.45.22
Rom.15.3	Ps.69.9
Rom.16.20	Gen.3.15
Rom.3.10	Ps.14.3
Rom.3.10	Ps.53.1
Rom.3.23	Eccl.7.20
Rom.3.23	Ps.14.3
Rom.3.4	Ps.51.4
Rom.4.18	Isa.26.3
Rom.4.20	Gen.15.6
Rom.4.25	Isa.53.5
Rom.4.6	Ps.32.1
Rom.4.7	Ps.32.1
Rom.4.9	Gen.15.6
Rom.5.1	Isa.26.3
Rom.5.1	Isa.32.17
Rom.5.20	Isa.43.25
Rom.5.6	Isa.53.5
Rom.5.8	Isa.53.6
Rom.7.2	Gen.2.23
Rom.7.22	Ps.1.2
Rom.8.1	Isa.45.17
Rom.8.1	Isa.54.17
Rom.8.25	Isa.40.31
Rom.8.28	Deut.6.5
Rom.8.28	Deut.8.16
Rom.8.28	Deut.8.2
Rom.8.28	Exod.20.6
Rom.8.28	Ezra.8.22
Rom.8.28	Gen.50.20
Rom.8.28	Isa.54.17
Rom.8.28	Neh.1.5
Rom.8.28	Ps.46.1
Rom.8.28	Ps.69.36
Rom.8.28	Zech.13.9
Rom.8.29	Exod.33.12
Rom.8.29	Exod.33.17
Rom.8.29	Jer.1.5
Rom.8.29	Ps.1.6
Rom.8.29	Ps.89.27
Rom.8.30	Isa.44.2
Rom.8.31	1Sam.17.45
Rom.8.31	Deut.31.8
Rom.8.31	Deut.33.29
Rom.8.31	Gen.15.1
Rom.8.31	Isa.41.10
Rom.8.31	Isa.50.7
Rom.8.31	Isa.54.17
Rom.8.31	Isa.8.10
Rom.8.31	Jer.1.19
Rom.8.31	Jer.20.11
Rom.8.31	Josh.1.5
Rom.8.31	Josh.10.42
Rom.8.31	Josh.23.10
Rom.8.31	Num.14.9
Rom.8.31	Ps.118.6
Rom.8.31	Ps.27.1
Rom.8.31	Ps.46.1
Rom.8.31	Ps.46.11
Rom.8.31	Ps.46.7
Rom.8.31	Ps.56.11
Rom.8.31	Ps.56.4
Rom.8.31	Ps.84.11
Rom.8.32	Ps.23.1
Rom.8.36	Ps.44.22
Rom.8.9	Isa.59.21
Rom.9.15	Exod.33.19
Rom.9.25	Hos.2.23
Rom.9.33	Isa.28.16
Rom.9.33	Isa.45.17
Titus.1.2	Num.23.19
Titus.3.5	Isa.44.3
Titus.3.5	Ps.51.10
